panic_word_ratio,panic_word_count,word_count,avg_word_length,sentence_count,exclamation_ratio,question_ratio,uppercase_ratio,repetition_ratio,emergency_phrase_count,vowel_lengthening_ratio,negation_adjusted_panic_ratio,ner_risk_density,sentence_entropy_inverse,sentiment_score,estimated_wpm,caller_pitch_mean,spectral_flux,silence_ratio,audio_duration,audio_found,wpm,deaths,potential_death,false_alarm,civilian_initiated,target_label,file_name,transcript
0.023333333333333334,7,300,3.9966666666666666,63,0.0,0.07,0.07386888273314866,0.49,1,0.0,0.013333333333333334,0.013333333333333334,0.03178245916341138,-0.2,47.61904761904762,0.0,0.0,0.0,0.0,False,47.61904761904762,1.0,1.0,0.0,0.0,CRITICAL,,"911. What's the address in high school? What's going on? My son stabbed my boyfriend. Okay 615. Is that what you said 615? Yes. Yes. Okay. Who is your son? Call me. Anthony Meijer. Okay. And where did where did your son stabbed him? I I'm not sure exactly sure. I I saw him like by the way or something, but he's laying outside on the ground, okay? So you don't know where he was stabbed, you didn't have someone. I mean I was exactly sure. I the he brought on his The United Church. Okay, stay right on the phone with me while I get officers going. Okay. I was thinking. Alright, 615 West Smith. Yesss. Okay. Let's talk Tio me. Okay. Now what is your name? Okay, Amy Myers. With you right now. All right, we have any more info'. 360. Okay, do you send an engine? What the fuck? Hellos. Know, you put the phone down. 911. I I I don't know what it is that he's doing all over. Okay. Well, what have you? I don't know what my address is. Yowu don't know where you are. What? I don't know where I am right now. Okay. Is there anybody outside? I can talk to know every every is fighting right now. Okay, I can't send you hard. If I don't know where you are, why you got to do it, man? I don't know. Where do you have wronged? You got to know what my address is. Are you in a house? I am in the house right now in a bleeding and he's Right now. With the stabbing know. I was dead. She was stabbed she was dead, okay? Are you at 615? West Nevada? Does that sound right? Oh alright. West, something? What?"
0.019011406844106463,5,263,4.517110266159696,46,0.0,0.030418250950570342,0.055710306406685235,0.40304182509505704,0,0.0,0.019011406844106463,0.011406844106463879,0.01483785822021122,-0.3333333333333333,57.173913043478265,0.0,0.0,0.0,0.0,False,57.173913043478265,1.0,1.0,0.0,0.0,CRITICAL,,"I don't know, there's people running out of the building. Emergency 911 you're on recorded line. This is Laura. Yeah, somebody just told me there's a shooting, there's people running out of my building at work. Where Umm, the Gateway Center downtown. What's the address? umm, is there anything like that? No, I didn't. I was just coming out of the lobby and like 10 different people came running out and they're like, they have a gun there, shooting people. Or if anybody actually did. Know, there was just like 10 people running. Hold on, just a second. Let me get my dispatcher on the line. Okay, okay. You see all those, okay? Because I don't see anybody. Who do you actually see any victims number? I didn't hear. Okay ma'am. Hold on, it's going to be 7465. They're saying somebody there's a shooting and Lisa does have the victim on the phone, which she's transferring to OSD. Okay. Okay, and where are you? Guise now. I'm I'm outside. Bye, the parking lot. Okay, ma'am. What's your named? Okay, hold on. Just a phone with Emmy for a second. I'm getting back. Whoever, um, has the actual victim. Can you have them update the call? Okay, that's what we're doing. Okay, ma'am. Thank you. Thank you for your call. Ma'am. We're going to we have somebody on the weigh. Thank you. Didn't see that 1. This is Rebecca. The line being recorded. Yeah, I need an ambulance. In downtown, I have a man who's been shot. Okay, where's the person that shot him?"
0.04081632653061224,12,294,4.010204081632653,56,0.0,0.07142857142857142,0.056179775280898875,0.5374149659863945,0,0.0,0.034013605442176874,0.017006802721088437,0.010933956916099774,0.0,52.5,0.0,0.0,0.0,0.0,False,52.5,6.0,1.0,0.0,0.0,CRITICAL,,"911. Lightning bolt so many people. I'm sorry, is what? for like at least 4 or 5 people start at 3 at where What's the drive? I can't understand what street you're on. So awesome. And they're shot with what? On what kind of gun I have no idea. And there's 3 people. Umm, 5 to 4. I are you there? Yes, I'm shot. Your shot? Yeah. Where were you shot? Umm, I think that happened. What was that your shot in the neck? Are you bleeding? Not so many times. What what's the, what's the subject did? They leave with the gun? I don't know. Okay. And The other 2 people that were shot. All right? I know there's 3 for some. Do you know where they're at? Yes, they're on the floor. Are they breathing? I have no idea. People just come in your house and start shooting. What? Yes, they just gave me your house and shot you. Yeah. How many people was it? Or 1 person. 1 person came in the house and shot you. Yeah. Okay, we've got them on the way. I'm going to keep you on the phone. Do you have anything that you can put on your neck to support the bleeding? I'm fine with my hands. Okay. If you got something pressed up against it, okay? And the people with the guns are gone, just the 1 person. Yeah. The other 2 people are lying on the floor. Yes. Do you know if they're breathing? I don't know. It's my husband wife and I don't know who the other person is. And where were they shot at? Do you know? I don't know. I don't. Know, other people's time and you're at 3010 Drive, okay?"
0.023411371237458192,7,299,3.9966555183946486,51,0.0,0.026755852842809364,0.05468025949953661,0.4816053511705686,1,0.0,0.023411371237458192,0.006688963210702341,0.024835239828846056,-0.42857142857142855,58.627450980392155,0.0,0.0,0.0,0.0,False,58.627450980392155,1.0,1.0,0.0,0.0,CRITICAL,,"Conversation recorded on August, 4th, 2012 at 2043 on channel 10. Location of your emergency. 3200. 3,200. Okay, what's going on there? Okay, inside the hospital. Yes. Now. White or black? What you doing with it? You should have a gun. And Hospital. Yes. Yes Do you know? I don't know. I don't know 1, but he shot it off and I don't know what's going on. Okay. Anything's. Going to make you. Yes. Okay. Hold on. 1 second. Okay. Okay. Can you give me a detention? What is wearing he's wearing off. I asked you to help me. Yes. Keep going. He was in um 3201 was in 32 room. 3201, yes. Yessss. Can you please send someone we do? Thatt Okay, thanked you okay, just Do you know if anybody's injured, I do not believe so we heard the call go off. We didn't know what was going on. We thought it was like an oxygen tank or something. Um, um, You want to know? Yeah I'm hiding in a room right now so I don't even know what's going on. I go to the making an announcement right now. Um, we couldn't figure it out. We all went in the room because we thought it came from there. We thought it was an oxygen tank. Then we saw him sitting there with a gun and he was like, you know, loading it or whatever. He was loading the gun. Yeah he was like doing something like that and then we all ran. Okay you know is he there visiting family? Do you ever Is going to. I have not. Um, I had been in the room earlier and he wasn't in there. Um, part of the family, it looked like she was sitting, um, inside chair."
0.009302325581395349,2,215,4.26046511627907,41,0.0,0.037209302325581395,0.05973715651135006,0.4372093023255814,1,0.0,0.009302325581395349,0.004651162790697674,0.017492703773191565,-0.3333333333333333,52.4390243902439,0.0,0.0,0.0,0.0,False,52.4390243902439,3.0,1.0,0.0,0.0,CRITICAL,,"911 emergency. Yes, ma'am. This is a great facility. The parking lot area. This is a security officer. Yes. Okay. What's going on there? Who's firing? Uh, we don't know what's going to. We're going on the pursuit of the uhh, Okay. Copy. It sounds like it's going to be a male. I heard a male voice in the background yelling and a female with the arpi. There is also some loud. Poppy noises in the background. Sir. Yes, ma'am. Who are you? I'm with the security office here at River Bridge. Which portion of the building is it? On the, on the South Southwest portion and what's going on there? Do you know who's doing it? And your security. Yes, ma'am, 5 St. Security, it's going to be the Southwest portion of Essie and it's unknown. If it's a male or female shooting. Sir. Yes, ma'am. Who do you have responding right now? Uh, my my other security officer. Okay, we are on our way right now, okay. Um, do you have any kind of information like as far as the description or anything? Bounced to us. Okay, I'm going to put you on. Hold for a second. Okay. Window, please. Hi. This is We do, it's an active shooter. Hold on a second."
0.012,3,250,4.776,39,0.0,0.016,0.052083333333333336,0.31999999999999995,0,0.0,0.012,0.012,0.0177783971262232,-0.5,64.1025641025641,0.0,0.0,0.0,0.0,False,64.1025641025641,15.0,1.0,0.0,0.0,CRITICAL,,"Well, we should have basement 131, Front Street between, Maine and North. I'm sure at this time, it's anyone is injured. 25 and 4. The advised shots are coming from the second floor. Sandwich. Still in the building at this time. When you get a back up there, nobody going to that building alone. Receive 2006. 207 208. If you're available, move towards the front Street incident'. 67122, 586 and Main Street staged, push to responding to 131, Front Street for possible shooting. 716 7122. Oak Street and Main Street stage there, appreciate your spine, and up, and on Front Street for a possible shooting. 1035. K552 calls out of it. 1 subject were attempting to wreck contact via cell phone? Responding open maintainance 1035. Put on the forward. Description of the, as. You can please respond all Commander, staged? 1036. Dough, you have any further information? We're still trying to assemble. It callers are uncooperative part of 2 possible. For the 10th 20 subjects. Moving into the basement. So on the first floor, know description, no description of the weapon. Have unlocked, the basement. So this is 7247824, the car is uh, pulled right up to the uhh rear door of the building so it can open. This is 5251. Behind me 2251. What do you think about uh, SWAT? I'll be. Alright there. Let's see what we got. Reported to victims of multiple people barricaded in the basement. Hey headquarters, bang out the SWAT team. Some respond. Streets."
0.020618556701030927,6,291,4.13745704467354,55,0.0,0.030927835051546393,0.06007393715341959,0.49828178694158076,1,0.0,0.01718213058419244,0.006872852233676976,0.013791763791763723,-0.5,52.90909090909091,0.0,0.0,0.0,0.0,False,52.90909090909091,6.0,1.0,0.0,0.0,CRITICAL,,"Santa Clara 911. What's the address of the emergency doctor what happened? Um, I don't know. There's a lady lying out here on the sidewalk and bleeding. Are you with the lady? Now yes, she's right here. Okay, hold on 1 second here. Let me write with your thing. Okay, perfect. Okay, so stay with me. Stay with me. Okay, give me a second. Okay, and so, how old is the lady? Um, I don't know, she's my neighbor. She just moved in like 2 days ago. Aiti looks like she's probably in her early 30s. Okay. And if you guys help is she awake, Yes. She's breathing. Is she breathing? Yes, she's breathing, but she looks like she's doing in and out of. All right, hold on. Now, stay with me, babe. Stay with me. Are you okay? Come on. Stay with me. What? Happenned? Uh, what what you say happened? I don't know. I don't know, okay. If she completely alert know kind of know. Oh not me. She's looking at you. Okay. All right ambulance coming. Yeah we're going to get the ambulance started right now. Hold on for me do not hang up. Okay so we're coming right in front of the correct. Okay, don't hang up we're going to help her. Okay. Oh okay. Yeah, no problem together. We're going to do this. Hey, and I'm going to help you do that. Where is she bleeding from? Um, I don't know. It's on her arms. Okay. Um, under her arm, I don't know exactly where it's coming from. Paramedics are on the Whey. Okay, so okay, hold on 1 second here. I don't know, I just, I do wonder if they're coming, it's 911. I don't."
0.007017543859649123,2,285,4.217543859649123,57,0.0,0.007017543859649123,0.06332703213610585,0.4035087719298246,1,0.0,0.0035087719298245615,0.007017543859649123,0.02643762183235865,0.0,50.0,0.0,0.0,0.0,0.0,False,50.0,1.0,1.0,0.0,0.0,CRITICAL,,"Hey, this is going on at 10 to uh, oh. Okay. What what? What did um, it's Now. I went through the gate, they went through, which gate they went through, which gate the 1 C, Martin Road, Yeah. Just a white vinyl on 5 by 2 white females. 2 white people, so you have a like a fight. Yes, I do find it. 47, 444 tengo. Tango through the mark Road. Gait, uh, it was the 1 at the end of the Okay. All right. It's 1 of our unmarked units. Narcotics stuff. Okay. I don't know if we wreck. Out. Somebody wreck. well, there was already a No, we got it, right? Well, there was already a record. Okay there, just letting us know. Now. Right out. Okay. Well, I don't know. We're trying to find. Right up for if there was a right apparently. The car was on fire now. Yeah. Okay. Yeah. Where we have found it. Oh yeah. Okay. Okay. All right. Thanks. breaking the On the far right now, from Drake Avenue at the white banville 4794444. Parkway, it's not involved. That's on the first. Actually. Monitoring that Pursuit. Got a lot of traffic on, try to get that for you. At. Now. Might be headed that way. Downstairs. 24, which way they went, on the other freaked, they've got a supervisor monitor on that. So, being around to the 1050, Please provide their own way National. Now going as headed through the gate based International has been advised. 27 104 to flight. 24. Allready. Are. Road. Call. To 1020 on that 1050, that's been called in, 5565 is where they've written the caul up, just south of 65."
0.02702702702702703,3,111,5.045045045045045,7,0.0,0.0,0.0,0.21621621621621623,0,0.0,0.02702702702702703,0.02702702702702703,0.04155844155844157,-1.0,158.57142857142858,0.0,0.0,0.0,0.0,False,158.57142857142858,0.0,1.0,0.0,0.0,CRITICAL,,"officer shooting – in may 2011 the city of miami beach (fla.) was holding its annual may day events, with thousands of people out on the streets. police were stretched thin and had already responded to several shootings. in an as-yet-undocumented account, police say a motorist hit a bicycle officer and then sped off along a crowded south beach street, prompting 12 officers to fire 116 shots at the vehicle, striking driver raymond herisse 16 times, killing him. the incident has generated controversy, lawsuits and criticism of the police. in june 2013 the radio logging tape was released of the incident, showing the chaos and confusion about the incident. read more"
0.02464788732394366,7,284,4.27112676056338,57,0.0,0.04225352112676056,0.07149321266968325,0.397887323943662,0,0.0035211267605633804,0.02464788732394366,0.01056338028169014,0.01884046466089806,-0.14285714285714285,49.824561403508774,0.0,0.0,0.0,0.0,False,49.824561403508774,8.0,1.0,0.0,0.0,CRITICAL,,"All over here, California, Highway Patrol. Hey, uh, we got some, uhh, shootings over here in Syracuse. Uh, it's a Ceylon the Meritage on PCA. The street we need an ambulance who's shot? um, some people in the, uh, In the, in the ceylon here. Okay? Who hold on, let me connect you to the fire department, okay? And the shooter is he still There, uh, know we found walk away. Uh, I think the he's down to, we saw him in the truck down the street, okay? Who know, it was some large white man, white male Yeah, white male. Maybe about 3 pounds. Okay, why did he start shooting? What's that? Why was he shooting? I don't know. We had a construction site across the street, okay? Um, can you help me get fire rolling on? Logue 289. Hold on. I need to connect you with the okay. Hold on. They're at a salon, a Haier. On. Police Department. Hi. Hi. Orange County. CeCe, with a transfer. He's shot fired at PCA in 5th. Yes, we have. It ma'am. Are you involved? He's got a description of the shooter. Hello. Hello. Okay. He said a white male adult approximately 300 pounds. Now lasting wearing a white shirt or Sir, sir. Sir. Sir, sir. Did you have an initial description? Uh, know he said he walked away from the from the city. Which way he went and nobody was walking towards a truck sayar. Are you there? Know. I'm sorry. Okay, I'll stay on the line. See if I can get you. Thank you. Anybody else not involved in this. I need you back. Awwe have. Alright here. Talking. Arround. Hellooooo. Hello, hello."
0.016722408026755852,5,299,4.010033444816053,53,0.0033444816053511705,0.046822742474916385,0.06198723792160438,0.44147157190635455,0,0.0,0.013377926421404682,0.006688963210702341,0.012983453050281146,0.14285714285714285,56.41509433962264,0.0,0.0,0.0,0.0,False,56.41509433962264,1.0,1.0,0.0,0.0,CRITICAL,,"Barkley County, 911, Washington, emergency. Um, there's Brian sessions at 7:01 but Storm Circle and he is wrestling us to get in my house. Where is he at now? Ma'am, he's outside my house. Bringing my doorbell. All right, is the door locked. Yes, you're Been stopped. So pleased is on phone in the cabinet. And a great deal. Can you give me some ice for my nose please? Okay, ma'am. Did you bust your door in? Who is he to you? He's just a friend. Okay, why is he trying to get in so bad? His girlfriend is in there. Okay. Are they have? They been fighting? Yes. Okay. Can we make her? Do it. Here's mom's door! That's fine. Just make sure you keep everybody inside. Okay, we got this officer's coming to you. I make sure it's not coming in the back door, then you cannot do that if he breaks Inn. Is he intoxicated? Yes, he is. Yes, yes. Okay. Ma'am, I need to calm down. Okay, we got somebody coming to you. They'll be to you soon as soon as they can. Can. Is he do you still see him or hear him? I don't hear. I mean, I got a wonderful way from the door cuz I'm holding that back against the All right, if he comes back to the door, you call me, write back, but you do have an officer in route to you. Okay? Thank you. Okay. You need to do CPR? Yes, Brian. Broke into my house. Okay, he's broken into the house now and my husband has shot him and told the kids because he's your husband shot hymn. Okay. Ma'am, ma'am. Okay. Is he breathing at all? Yes. Okay. Can you go check for me real quick?"
